flags,instruction,category,intent,response
BI,where can I find the invoice from last month?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,find the invoices from last month,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BI,how to take a quick look at my invoice?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I need to find the invoices from 10 purchases ago,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BKM,check invoices from nine purchases ago,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I want help to check the invoice from 2 months ago,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIM,how can I check the invoice from ten purchases ago?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BMP,I would like to check the invoices from 10 purchases ago,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I want assistance to find the invoices from June,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BI,where can I check the invoice from October?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
B,help checking the invoice from last month,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I need to take a quick look at my invoices,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIM,can you help me finding the invoices from my last purchase?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BE,I do not know what I have to do to check my invoice,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BEM,I do not know what I need to do to check my invoices,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIMP,will you show me the invoices from nine purchases ago?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,help me taking a quick look at the invoices from last month,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIM,can you help me finding the invoices from July?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
B,show me my invoice,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIM,how to check the invoice from three months ago?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I don't know what to do to take a quick look at my invoices,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
B,I don't know how I can check the invoice,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
B,I want assistance taking a quick look at my invoice,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BKM,checking invoices,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BKM,checking invoice from 11 months ago,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BKM,checking invoices from May,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I need help to check the invoices from May,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BEM,I cannot find the invoices from three months ago,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
B,I need assistance to find the invoice from March,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I need assistance checking my invoices,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
B,I don't know how I can take a quick look at my invoice,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIP,how could I check my invoice?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I need assistance taking a quick look at the invoices,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIM,can I take a quick look at my invoices?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIM,can you show me my invoices?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIP,could you help me take a quick look at my invoice?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BE,I do not know how I can find my invoice,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I need help checking the invoices from last month,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIP,where could I check my invoice?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I have to take a quick look at my invoices,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I need help to take a quick look at the invoices,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I have to check the invoices from my last purchase,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIP,could you help me to check the invoice from February?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BE,I do not know what I need to do to find the invoice,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BI,can you help me finding the invoice?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
